Search_Tgt,Target_name,RA(J2000),Dec(J2000),NAIF_ID,Instrument/Mode,AORKEY,AOR_label,reqbegintime,reqendtime,progid,PI,Release_date,DoC_file,reqmode
GRB111123A,GRB111123A,154.846417,-20.644722,,IRAC Map PC,54884864,GRB111123A,2016-08-08 22:27:41,2016-08-09 01:46:46,11116,"Perley, Daniel A",2016-09-01 10:00:00,/sha/archive/proc/IRAC043200/r54884864/SPITZER_I_54884864_DOC.fits,IracMapPC
GRB111123A,GRB111123A,154.846417,-20.644722,,IRAC Map PC,65630720,GRB111123A,2018-08-29 05:12:41,2018-08-29 06:17:26,13104,"Perley, Daniel A",2018-09-13 10:00:00,/sha/archive/proc/IRAC048500/r65630720/SPITZER_I_65630720_DOC.fits,IracMapPC
GRB111022B,GRB111022B,108.964708,49.683639,,IRAC Map PC,46292224,GRB111022B,2012-12-05 21:06:34,2012-12-05 22:05:00,90062,"Perley, Daniel A",2013-01-03 10:00:00,/sha/archive/proc/IRAC033600/r46292224/SPITZER_I_46292224_DOC.fits,IracMapPC
GRB111005A,GRB111005A,223.28241699999998,-19.736722,,IRAC Map PC,44591616,IRAC-GRB111005A_epoch2,2012-04-14 22:23:51,2012-04-14 22:44:43,80234,"Levan, Andrew J",2012-05-03 10:00:00,/sha/archive/proc/IRAC030300/r44591616/SPITZER_I_44591616_DOC.fits,IracMapPC
GRB111005A,GRB111005A,223.28241699999998,-19.736722,,IRAC Map PC,44591360,IRAC-GRB111005A_epoch1,2011-10-14 11:39:13,2011-10-14 12:30:17,80234,"Levan, Andrew J",2011-11-03 10:00:00,/sha/archive/proc/IRAC029000/r44591360/SPITZER_I_44591360_DOC.fits,IracMapPC
GRB110915A,GRB110915A,310.824542,-0.723167,,IRAC Map PC,46292480,GRB110915A,2012-12-20 07:15:51,2012-12-20 08:14:19,90062,"Perley, Daniel A",2013-01-10 10:00:00,/sha/archive/proc/IRAC033700/r46292480/SPITZER_I_46292480_DOC.fits,IracMapPC
GRB110818A,GRB110818A,317.337667,-63.981193999999995,,IRAC Map PC,65630464,GRB110818A,2018-08-01 09:52:07,2018-08-01 10:58:20,13104,"Perley, Daniel A",2018-08-16 10:00:00,/sha/archive/proc/IRAC048300/r65630464/SPITZER_I_65630464_DOC.fits,IracMapPC
GRB110808A,GRB110808A,57.267832999999996,-44.194528000000005,,IRAC Map PC,54884608,GRB110808A,2015-10-19 19:08:45,2015-10-19 20:13:29,11116,"Perley, Daniel A",2015-11-12 10:00:00,/sha/archive/proc/IRAC040700/r54884608/SPITZER_I_54884608_DOC.fits,IracMapPC
GRB110801A,GRB110801A,89.437208,80.955889,,IRAC Map PC,62065920,GRB110801A,2017-05-14 08:05:38,2017-05-14 09:10:23,13104,"Perley, Daniel A",2017-06-08 10:00:00,/sha/archive/proc/IRAC045200/r62065920/SPITZER_I_62065920_DOC.fits,IracMapPC
GRB110731A,GRB110731A,280.504125,-28.537166999999997,,IRAC Map PC,46292736,GRB110731A,2012-11-09 10:46:58,2012-11-09 14:06:00,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46292736/SPITZER_I_46292736_DOC.fits,IracMapPC
GRB110709B,GRB110709B,164.65425,-23.454778,,IRAC Map PC,46292992,GRB110709B,2013-09-01 18:40:52,2013-09-01 21:59:38,90062,"Perley, Daniel A",2013-09-19 10:00:00,/sha/archive/proc/IRAC035500/r46292992/SPITZER_I_46292992_DOC.fits,IracMapPC
GRB110709A,GRB110709A,238.891417,40.924194,,IRAC Map PC,46293248,GRB110709A,2013-04-06 02:08:59,2013-04-06 03:07:24,90062,"Perley, Daniel A",2013-05-02 10:00:00,/sha/archive/proc/IRAC034500/r46293248/SPITZER_I_46293248_DOC.fits,IracMapPC
GRB110709A,GRB110709A,238.891458,40.92425,,IRAC Map PC,62065664,GRB110709A,2016-11-07 19:39:55,2016-11-07 20:44:39,13104,"Perley, Daniel A",2016-11-23 10:00:00,/sha/archive/proc/IRAC043800/r62065664/SPITZER_I_62065664_DOC.fits,IracMapPC
GRB110520A,GRB110520A,134.34075,56.427361,,IRAC Map PC,46293504,GRB110520A,2012-12-20 14:56:43,2012-12-20 15:55:07,90062,"Perley, Daniel A",2013-01-10 10:00:00,/sha/archive/proc/IRAC033700/r46293504/SPITZER_I_46293504_DOC.fits,IracMapPC
GRB110503A,GRB110503A,132.776083,52.207528,,IRAC Map PC,54884352,GRB110503A,2015-07-05 00:59:18,2015-07-05 02:04:03,11116,"Perley, Daniel A",2016-07-29 10:00:00,/sha/archive/proc/IRAC040300/r54884352/SPITZER_I_54884352_DOC.fits,IracMapPC
GRB110422A,GRB110422A,112.046792,75.106778,,IRAC Map PC,62065408,GRB110422A,2017-06-16 16:22:15,2017-06-16 17:27:00,13104,"Perley, Daniel A",2017-07-06 10:00:00,/sha/archive/proc/IRAC045400/r62065408/SPITZER_I_62065408_DOC.fits,IracMapPC
GRB110407A,GRB110407A,186.031375,15.712944,,IRAC Map PC,54884096,GRB110407A,2015-09-18 16:32:09,2015-09-18 18:41:41,11116,"Perley, Daniel A",2015-10-22 10:00:00,/sha/archive/proc/IRAC043000/r54884096/SPITZER_I_54884096_DOC.fits,IracMapPC
GRB110312A,GRB110312A,157.48125,-5.262417,,IRAC Map PC,46293760,GRB110312A,2013-07-27 22:56:39,2013-07-27 23:55:03,90062,"Perley, Daniel A",2013-08-22 10:00:00,/sha/archive/proc/IRAC035300/r46293760/SPITZER_I_46293760_DOC.fits,IracMapPC
GRB110312A,GRB110312A,157.481042,-5.262472,,IRAC Map PC,62065152,GRB110312A,2017-04-02 10:25:02,2017-04-02 11:29:46,13104,"Perley, Daniel A",2017-04-27 10:00:00,/sha/archive/proc/IRAC044900/r62065152/SPITZER_I_62065152_DOC.fits,IracMapPC
GRB110205A,GRB110205A,164.62966699999998,67.52533299999999,,IRAC Map PC,46294016,GRB110205A,2012-12-27 04:17:43,2012-12-27 07:32:09,90062,"Perley, Daniel A",2013-01-10 10:00:00,/sha/archive/proc/IRAC033700/r46294016/SPITZER_I_46294016_DOC.fits,IracMapPC
GRB110128A,GRB110128A,193.896292,28.065444,,IRAC Map PC,46294272,GRB110128A,2013-08-14 16:38:35,2013-08-14 19:57:10,90062,"Perley, Daniel A",2013-09-05 10:00:00,/sha/archive/proc/IRAC035400/r46294272/SPITZER_I_46294272_DOC.fits,IracMapPC
GRB110106B,GRB110106B,134.15525,47.002889,,IRAC Map PC,46294528,GRB110106B,2013-01-06 04:21:40,2013-01-06 05:20:03,90062,"Perley, Daniel A",2013-01-24 10:00:00,/sha/archive/proc/IRAC033800/r46294528/SPITZER_I_46294528_DOC.fits,IracMapPC
GRB101225A,GRB101225A,0.197917,44.600667,,IRAC Map PC,62064896,GRB101225A,2016-11-27 09:25:20,2016-11-27 13:50:32,13104,"Perley, Daniel A",2016-12-22 10:00:00,/sha/archive/proc/IRAC044000/r62064896/SPITZER_I_62064896_DOC.fits,IracMapPC
GRB101213A,GRB101213A,241.31370800000002,21.896972,,IRAC Map PC,54883840,GRB101213A,2015-06-05 09:23:12,2015-06-05 11:32:44,11116,"Perley, Daniel A",2016-06-24 10:00:00,/sha/archive/proc/IRAC040100/r54883840/SPITZER_I_54883840_DOC.fits,IracMapPC
GRB101024A,GRB101024A,66.50720799999999,-77.265528,,IRAC Map PC,46295040,GRB101024A,2012-11-08 22:27:32,2012-11-09 01:46:09,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46295040/SPITZER_I_46295040_DOC.fits,IracMapPC
GRB101017A,GRB101017A,291.385542,-35.145333,,IRAC Map PC,46295552,GRB101017A,2012-11-16 20:44:30,2012-11-17 00:03:39,90062,"Perley, Daniel A",2012-12-13 10:00:00,/sha/archive/proc/IRAC033500/r46295552/SPITZER_I_46295552_DOC.fits,IracMapPC
GRB101011A,GRB101011A,48.294875,-65.981667,,IRAC Map PC,46295808,GRB101011A,2012-11-10 09:59:37,2012-11-10 13:18:25,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46295808/SPITZER_I_46295808_DOC.fits,IracMapPC
GRB100905A,GRB100905A,31.55025,14.929306,,IRAC Map PC,54883584,GRB100905A,2015-11-14 02:13:30,2015-11-14 04:23:01,11116,"Perley, Daniel A",2015-12-10 10:00:00,/sha/archive/proc/IRAC040900/r54883584/SPITZER_I_54883584_DOC.fits,IracMapPC
GRB100901A,GRB100901A,27.26425,22.758556,,IRAC Map PC,46296064,GRB100901A,2013-03-10 12:34:25,2013-03-10 14:13:53,90062,"Perley, Daniel A",2013-04-04 10:00:00,/sha/archive/proc/IRAC034300/r46296064/SPITZER_I_46296064_DOC.fits,IracMapPC
GRB100823A,GRB100823A,20.704042,5.834278,,IRAC Map PC,46296320,GRB100823A,2013-09-19 08:37:10,2013-09-19 09:35:35,90062,"Perley, Daniel A",2013-10-03 10:00:00,/sha/archive/proc/IRAC035600/r46296320/SPITZER_I_46296320_DOC.fits,IracMapPC
GRB100816A,GRB100816A,351.73983300000003,26.578583000000002,,IRAC Map PC,46296576,GRB100816A,2013-08-30 20:39:03,2013-08-30 21:28:44,90062,"Perley, Daniel A",2013-09-19 10:00:00,/sha/archive/proc/IRAC035500/r46296576/SPITZER_I_46296576_DOC.fits,IracMapPC
GRB100814A,GRB100814A,22.473375,-17.995444,,IRAC Map PC,46296832,GRB100814A,2013-09-13 18:08:00,2013-09-13 19:47:18,90062,"Perley, Daniel A",2013-10-03 10:00:00,/sha/archive/proc/IRAC035600/r46296832/SPITZER_I_46296832_DOC.fits,IracMapPC
GRB100802A,GRB100802A,2.468625,47.755306,,IRAC Map PC,46297088,GRB100802A,2012-11-04 17:36:42,2012-11-04 20:55:53,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46297088/SPITZER_I_46297088_DOC.fits,IracMapPC
GRB100725B,GRB100725B,290.034417,76.956417,,IRAC Map PC,46297600,GRB100725B,2012-11-11 08:19:28,2012-11-11 11:38:09,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46297600/SPITZER_I_46297600_DOC.fits,IracMapPC
GRB100724A,GRB100724A,194.54333300000002,-11.1025,,IRAC Map PC,54883328,GRB100724A,2015-09-21 16:54:26,2015-09-21 17:59:09,11116,"Perley, Daniel A",2015-10-22 10:00:00,/sha/archive/proc/IRAC043000/r54883328/SPITZER_I_54883328_DOC.fits,IracMapPC
GRB100614A,GRB100614A,263.499625,49.234472,,IRAC Map PC,46297856,GRB100614A,2012-11-11 13:45:05,2012-11-11 17:03:47,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46297856/SPITZER_I_46297856_DOC.fits,IracMapPC
GRB100606A,GRB100606A,350.626583,-66.241333,,IRAC Map PC,46298112,GRB100606A,2012-11-14 01:17:25,2012-11-14 04:36:36,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46298112/SPITZER_I_46298112_DOC.fits,IracMapPC
GRB100508A,GRB100508A,76.24579200000001,-20.711417,,IRAC Map PC,54883072,GRB100508A,2015-06-03 19:36:10,2015-06-03 19:52:49,11116,"Perley, Daniel A",2016-06-24 10:00:00,/sha/archive/proc/IRAC040100/r54883072/SPITZER_I_54883072_DOC.fits,IracMapPC
GRB100425A,GRB100425A,299.19658300000003,-26.430721999999996,,IRAC Map PC,54882816,GRB100425A,2015-12-27 11:33:08,2015-12-27 13:45:51,11116,"Perley, Daniel A",2016-01-21 10:00:00,/sha/archive/proc/IRAC041200/r54882816/SPITZER_I_54882816_DOC.fits,IracMapPC
GRB100424A,GRB100424A,209.447625,1.538583,,IRAC Map PC,46298624,GRB100424A,2013-04-25 22:54:18,2013-04-26 02:13:19,90062,"Perley, Daniel A",2013-05-09 10:00:00,/sha/archive/proc/IRAC034600/r46298624/SPITZER_I_46298624_DOC.fits,IracMapPC
GRB100420A,GRB100420A,296.127375,55.76944399999999,,IRAC Map PC,46298880,GRB100420A,2012-11-06 16:31:28,2012-11-06 17:29:51,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46298880/SPITZER_I_46298880_DOC.fits,IracMapPC
GRB100418A,GRB100418A,256.362875,11.46175,,IRAC Map PC,54882560,GRB100418A,2015-06-01 11:17:15,2015-06-01 11:33:54,11116,"Perley, Daniel A",2016-06-24 10:00:00,/sha/archive/proc/IRAC040100/r54882560/SPITZER_I_54882560_DOC.fits,IracMapPC
GRB100305A,GRB100305A,168.366958,42.403971999999996,,IRAC Map PC,46299136,GRB100305A,2013-01-30 16:27:40,2013-01-30 19:46:22,90062,"Perley, Daniel A",2013-02-21 10:00:00,/sha/archive/proc/IRAC034000/r46299136/SPITZER_I_46299136_DOC.fits,IracMapPC
GRB100205A,GRB100205A,141.387583,31.740278000000004,,IRAC Map PC,54882304,GRB100205A,2016-07-12 10:05:47,2016-07-12 12:15:19,11116,"Perley, Daniel A",2016-08-11 10:00:00,/sha/archive/proc/IRAC042600/r54882304/SPITZER_I_54882304_DOC.fits,IracMapPC
GRB091208B,GRB091208B,29.392042,16.889667000000003,,IRAC Map PC,46299392,GRB091208B,2013-04-07 01:39:31,2013-04-07 02:29:12,90062,"Perley, Daniel A",2013-05-02 10:00:00,/sha/archive/proc/IRAC034500/r46299392/SPITZER_I_46299392_DOC.fits,IracMapPC
GRB091130B,GRB091130B,203.148292,34.088778000000005,,IRAC Map PC,46299648,GRB091130B,2013-04-11 20:35:35,2013-04-11 21:34:02,90062,"Perley, Daniel A",2013-05-02 10:00:00,/sha/archive/proc/IRAC034500/r46299648/SPITZER_I_46299648_DOC.fits,IracMapPC
GRB091130B,GRB091130B,203.148083,34.088778000000005,,IRAC Map PC,62064128,GRB091130B,2018-04-25 08:13:40,2018-04-25 09:18:25,13104,"Perley, Daniel A",2018-05-10 10:00:00,/sha/archive/proc/IRAC047600/r62064128/SPITZER_I_62064128_DOC.fits,IracMapPC
GRB091127,GRB091127,36.582875,-18.952361,,IRAC Map PC,46299904,GRB091127,2013-04-07 01:06:02,2013-04-07 01:35:14,90062,"Perley, Daniel A",2013-05-02 10:00:00,/sha/archive/proc/IRAC034500/r46299904/SPITZER_I_46299904_DOC.fits,IracMapPC
GRB091026,GRB091026,276.574292,-86.11155600000001,,IRAC Map PC,46300160,GRB091026,2012-11-06 23:06:38,2012-11-07 00:05:00,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46300160/SPITZER_I_46300160_DOC.fits,IracMapPC
GRB091020,GRB091020,175.729917,50.978305999999996,,IRAC Map PC,54882048,GRB091020,2015-08-09 13:28:09,2015-08-09 14:32:54,11116,"Perley, Daniel A",2015-09-03 10:00:00,/sha/archive/proc/IRAC042700/r54882048/SPITZER_I_54882048_DOC.fits,IracMapPC
GRB091018,GRB091018,32.185875,-57.548278,,IRAC Map PC,46300416,GRB091018,2012-11-07 15:33:58,2012-11-07 16:23:45,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46300416/SPITZER_I_46300416_DOC.fits,IracMapPC
GRB091003,GRB091003,251.5195,36.625194,,IRAC Map PC,62063872,GRB091003,2016-11-04 00:26:37,2016-11-04 00:55:48,13104,"Perley, Daniel A",2016-11-23 10:00:00,/sha/archive/proc/IRAC043800/r62063872/SPITZER_I_62063872_DOC.fits,IracMapPC
GRB090926B,GRB090926B,46.308083,-39.006167,,IRAC Map PC,46300672,GRB090926B,2012-11-10 13:21:59,2012-11-10 16:41:02,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46300672/SPITZER_I_46300672_DOC.fits,IracMapPC
GRB090926,GRB090926A,353.400125,-66.324056,,IRAC Map PC,62063616,GRB090926A,2017-02-25 02:36:50,2017-02-25 04:49:24,13104,"Perley, Daniel A",2017-03-09 10:00:00,/sha/archive/proc/IRAC044600/r62063616/SPITZER_I_62063616_DOC.fits,IracMapPC
GRB090814,GRB090814A,239.609792,25.631222,,IRAC Map PC,46300928,GRB090814A,2013-04-26 02:17:28,2013-04-26 02:46:40,90062,"Perley, Daniel A",2013-05-09 10:00:00,/sha/archive/proc/IRAC034600/r46300928/SPITZER_I_46300928_DOC.fits,IracMapPC
GRB090812,GRB090812,353.202292,-10.604722,,IRAC Map PC,62063360,GRB090812,2017-02-23 22:41:54,2017-02-23 23:46:38,13104,"Perley, Daniel A",2017-03-09 10:00:00,/sha/archive/proc/IRAC044600/r62063360/SPITZER_I_62063360_DOC.fits,IracMapPC
GRB090728,GRB090728,29.652666999999997,41.633167,,IRAC Map PC,62063104,GRB090728,2017-11-15 22:43:38,2017-11-16 00:53:08,13104,"Perley, Daniel A",2017-12-07 10:00:00,/sha/archive/proc/IRAC046500/r62063104/SPITZER_I_62063104_DOC.fits,IracMapPC
GRB090618,GRB090618,293.9955,78.356861,,IRAC Map PC,46301184,GRB090618,2012-11-05 05:46:08,2012-11-05 06:15:18,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46301184/SPITZER_I_46301184_DOC.fits,IracMapPC
GRB090530,GRB090530,179.41875,26.594056,,IRAC Map PC,46301440,GRB090530,2013-08-21 19:21:58,2013-08-21 22:40:46,90062,"Perley, Daniel A",2013-09-05 10:00:00,/sha/archive/proc/IRAC035400/r46301440/SPITZER_I_46301440_DOC.fits,IracMapPC
GRB090518,GRB090518,119.9545,0.759444,,IRAC Map PC,54881792,GRB090518,2016-06-27 11:52:29,2016-06-27 14:02:01,11116,"Perley, Daniel A",2016-07-21 10:00:00,/sha/archive/proc/IRAC042500/r54881792/SPITZER_I_54881792_DOC.fits,IracMapPC
GRB090516,GRB090516A,138.2605,-11.85425,,IRAC Map PC,54881536,GRB090516A,2016-07-25 16:59:30,2016-07-25 19:12:14,11116,"Perley, Daniel A",2016-08-18 10:00:00,/sha/archive/proc/IRAC043100/r54881536/SPITZER_I_54881536_DOC.fits,IracMapPC
GRB090426,GRB090426,189.075292,32.986,,IRAC Map PC,46301696,GRB090426,2013-08-12 09:14:54,2013-08-12 12:33:31,90062,"Perley, Daniel A",2013-09-05 10:00:00,/sha/archive/proc/IRAC035400/r46301696/SPITZER_I_46301696_DOC.fits,IracMapPC
GRB090424,GRB090424,189.521292,16.837528,,IRAC Map PC,46301952,GRB090424,2013-08-03 05:20:22,2013-08-03 05:49:35,90062,"Perley, Daniel A",2013-08-22 10:00:00,/sha/archive/proc/IRAC035300/r46301952/SPITZER_I_46301952_DOC.fits,IracMapPC
GRB090422,GRB090422,294.74958300000003,40.384221999999994,,IRAC Map PC,46302208,GRB090422,2012-11-06 00:43:09,2012-11-06 01:41:37,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46302208/SPITZER_I_46302208_DOC.fits,IracMapPC
GRB090418,GRB090418A,269.31320800000003,33.405916999999995,,IRAC Map PC,46302464,GRB090418A,2012-12-06 01:46:10,2012-12-06 03:25:27,90062,"Perley, Daniel A",2013-01-03 10:00:00,/sha/archive/proc/IRAC033600/r46302464/SPITZER_I_46302464_DOC.fits,IracMapPC
GRB090404,GRB090404,239.239667,35.515972,,IRAC Map PC,62062848,GRB090404,2017-05-18 02:22:01,2017-05-18 04:31:30,13104,"Perley, Daniel A",2017-06-08 10:00:00,/sha/archive/proc/IRAC045200/r62062848/SPITZER_I_62062848_DOC.fits,IracMapPC
GRB090323,GRB090323,190.709542,17.053222,,IRAC Map PC,62062336,GRB090323,2017-09-22 03:02:30,2017-09-22 05:15:02,13104,"Perley, Daniel A",2017-10-12 10:00:00,/sha/archive/proc/IRAC046100/r62062336/SPITZER_I_62062336_DOC.fits,IracMapPC
GRB090323,GRB090323,190.709542,17.053222,,IRAC Map PC,65631232,GRB090323-ch2,2018-09-20 18:10:48,2018-09-20 19:15:33,13104,"Perley, Daniel A",2018-10-04 10:00:00,/sha/archive/proc/IRAC048700/r65631232/SPITZER_I_65631232_DOC.fits,IracMapPC
GRB090205,GRB090205,220.91104199999998,-27.852971999999998,,IRAC Map PC,54881280,GRB090205,2015-05-30 18:22:21,2015-05-31 00:59:35,11116,"Perley, Daniel A",2016-06-24 10:00:00,/sha/archive/proc/IRAC040100/r54881280/SPITZER_I_54881280_DOC.fits,IracMapPC
GRB090201,GRB090201,92.052,-46.590056,,IRAC Map PC,54881024,GRB090201,2015-06-16 06:22:35,2015-06-16 08:35:05,11116,"Perley, Daniel A",2016-07-23 10:00:00,/sha/archive/proc/IRAC040200/r54881024/SPITZER_I_54881024_DOC.fits,IracMapPC
GRB090102,GRB090102,128.24391699999998,33.114194,,IRAC Map PC,54880768,GRB090102,2016-01-23 07:23:52,2016-01-23 08:28:37,11116,"Perley, Daniel A",2016-02-18 10:00:00,/sha/archive/proc/IRAC041400/r54880768/SPITZER_I_54880768_DOC.fits,IracMapPC
GRB081228,GRB081228,39.46225,30.852916999999998,,IRAC Map PC,54880512,GRB081228,2016-05-17 02:15:01,2016-05-17 05:33:36,11116,"Perley, Daniel A",2016-06-09 10:00:00,/sha/archive/proc/IRAC042200/r54880512/SPITZER_I_54880512_DOC.fits,IracMapPC
GRB081210,GRB081210,70.484167,-11.257417,,IRAC Map PC,46302720,GRB081210,2012-11-16 14:07:00,2012-11-16 17:25:37,90062,"Perley, Daniel A",2012-12-13 10:00:00,/sha/archive/proc/IRAC033500/r46302720/SPITZER_I_46302720_DOC.fits,IracMapPC
GRB081128,GRB081128,20.804375,38.127417,,IRAC Map PC,46302976,GRB081128,2012-11-04 21:13:27,2012-11-05 00:32:36,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46302976/SPITZER_I_46302976_DOC.fits,IracMapPC
GRB081008,GRB081008,279.958333,-57.431111,,IRAC Map PC,46303232,GRB081008,2012-11-06 21:23:39,2012-11-06 23:03:03,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46303232/SPITZER_I_46303232_DOC.fits,IracMapPC
GRB080916,GRB080916A,336.27579199999997,-57.023,,IRAC Map PC,46303488,GRB080916A,2012-11-30 21:41:11,2012-11-30 22:10:24,90062,"Perley, Daniel A",2013-01-03 10:00:00,/sha/archive/proc/IRAC033600/r46303488/SPITZER_I_46303488_DOC.fits,IracMapPC
GRB080810,GRB080810,356.79366699999997,0.319472,,IRAC Map PC,63316224,GRB080810 - ch2,2017-09-27 12:15:09,2017-09-27 13:19:54,13104,"Perley, Daniel A",2018-04-05 10:00:00,/sha/archive/proc/IRAC046100/r63316224/SPITZER_I_63316224_DOC.fits,IracMapPC
GRB080710,GRB080710,8.273541999999999,19.501472,,IRAC Map PC,46303744,GRB080710,2013-10-13 10:44:38,2013-10-13 11:34:23,90062,"Perley, Daniel A",2013-10-31 10:00:00,/sha/archive/proc/IRAC035800/r46303744/SPITZER_I_46303744_DOC.fits,IracMapPC
GRB080707,GRB080707,32.618333,33.109528000000005,,IRAC Map PC,54880256,GRB080707,2015-11-09 05:24:20,2015-11-09 06:29:05,11116,"Perley, Daniel A",2015-11-25 10:00:00,/sha/archive/proc/IRAC040800/r54880256/SPITZER_I_54880256_DOC.fits,IracMapPC
GRB080604,GRB080604,236.965417,20.557806,,IRAC Map PC,54880000,GRB080604,2015-06-05 11:42:27,2015-06-05 12:47:11,11116,"Perley, Daniel A",2016-06-24 10:00:00,/sha/archive/proc/IRAC040100/r54880000/SPITZER_I_54880000_DOC.fits,IracMapPC
GRB080603B,GRB080603B,176.531917,68.061083,,IRAC Map PC,54879744,GRB080603B,2015-06-04 07:27:21,2015-06-04 10:46:18,11116,"Perley, Daniel A",2016-06-24 10:00:00,/sha/archive/proc/IRAC040100/r54879744/SPITZER_I_54879744_DOC.fits,IracMapPC
GRB080603B,GRB 080603B,176.531917,68.061111,,IRAC Map,27842816,IRAC-GRB080603B,2008-06-07 08:57:07,2008-06-07 09:55:24,40388,"Watson, Darach",2009-06-09 09:30:25,/sha/archive/proc/IRAC013700/r27842816/SPITZER_I_27842816_DOC.fits,IracMap
GRB080602,GRB080602,19.175708,-9.232194,,IRAC Map PC,46304000,GRB080602,2013-09-13 07:06:43,2013-09-13 08:05:07,90062,"Perley, Daniel A",2013-10-03 10:00:00,/sha/archive/proc/IRAC035600/r46304000/SPITZER_I_46304000_DOC.fits,IracMapPC
GRB080520,GRB080520,280.193375,-54.991972,,IRAC Map PC,54879488,GRB080520,2015-07-11 20:54:23,2015-07-11 21:59:08,11116,"Perley, Daniel A",2015-08-06 10:00:00,/sha/archive/proc/IRAC040400/r54879488/SPITZER_I_54879488_DOC.fits,IracMapPC
GRB080503,GRB080503,286.619833,68.793194,,IRAC Map PC,54879232,GRB080503,2015-06-15 00:15:18,2015-06-15 02:24:49,11116,"Perley, Daniel A",2016-07-23 10:00:00,/sha/archive/proc/IRAC040200/r54879232/SPITZER_I_54879232_DOC.fits,IracMapPC
GRB080430,GRB080430,165.31129199999998,51.685694,,IRAC Map PC,46304256,GRB080430,2013-01-16 19:54:11,2013-01-16 20:23:23,90062,"Perley, Daniel A",2013-02-07 10:00:00,/sha/archive/proc/IRAC033900/r46304256/SPITZER_I_46304256_DOC.fits,IracMapPC
GRB080413B,GRB080413B,326.1445,-19.981111,,IRAC Map PC,46304512,GRB080413B,2012-12-27 20:06:56,2012-12-27 20:56:41,90062,"Perley, Daniel A",2013-01-10 10:00:00,/sha/archive/proc/IRAC033700/r46304512/SPITZER_I_46304512_DOC.fits,IracMapPC
GRB080411,GRB080411,37.979958,-71.302028,,IRAC Map PC,46304768,GRB080411,2012-11-07 14:41:41,2012-11-07 15:31:22,90062,"Perley, Daniel A",2012-12-06 10:00:00,/sha/archive/proc/IRAC033400/r46304768/SPITZER_I_46304768_DOC.fits,IracMapPC
GRB080330,GRB080330,169.268708,30.623194,,IRAC Map PC,54878976,GRB080330,2015-08-12 02:35:07,2015-08-12 03:39:52,11116,"Perley, Daniel A",2015-09-03 10:00:00,/sha/archive/proc/IRAC042700/r54878976/SPITZER_I_54878976_DOC.fits,IracMapPC
GRB080320,GRB080320,177.735083,57.156639,,IRAC Map PC,54878720,GRB080320,2016-07-06 11:26:53,2016-07-06 13:36:26,11116,"Perley, Daniel A",2016-07-21 10:00:00,/sha/archive/proc/IRAC042500/r54878720/SPITZER_I_54878720_DOC.fits,IracMapPC
GRB080319B,GRB080319B,217.92075,36.302444,,IRAC Map PC,54878464,GRB080319B,2015-08-19 16:15:43,2015-08-19 17:20:27,11116,"Perley, Daniel A",2015-09-03 10:00:00,/sha/archive/proc/IRAC042700/r54878464/SPITZER_I_54878464_DOC.fits,IracMapPC
GRB080319,GRB080319A,206.333375,44.080166999999996,,IRAC Map PC,46305024,GRB080319A,2013-03-30 14:58:52,2013-03-30 18:17:41,90062,"Perley, Daniel A",2013-04-18 10:00:00,/sha/archive/proc/IRAC034400/r46305024/SPITZER_I_46305024_DOC.fits,IracMapPC
GRB080307,GRB080307,136.62866699999998,35.138694,,IRAC Map PC,46305280,GRB080307,2013-01-06 03:20:45,2013-01-06 04:19:09,90062,"Perley, Daniel A",2013-01-24 10:00:00,/sha/archive/proc/IRAC033800/r46305280/SPITZER_I_46305280_DOC.fits,IracMapPC
GRB080218BX,GRB080218B,177.956875,-53.09680600000001,,IRAC Map PC,46305792,GRB080218B,2013-04-11 04:31:54,2013-04-11 05:30:17,90062,"Perley, Daniel A",2013-05-02 10:00:00,/sha/archive/proc/IRAC034500/r46305792/SPITZER_I_46305792_DOC.fits,IracMapPC
